product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
Office,Multiple,Microsoft,Critical,Microsoft Office allows remote attackers to execute arbitrary code via a crafted EPS image.,Apply updates per vendor instructions.,2022-03-03,CVE-2015-2545,https://nvd.nist.gov/vuln/detail/CVE-2015-2545
PowerPoint,Multiple,Microsoft,Critical,Microsoft PowerPoint allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document.,Apply updates per vendor instructions.,2022-03-03,CVE-2015-2424,https://nvd.nist.gov/vuln/detail/CVE-2015-2424
ATM Font Driver,Multiple,Microsoft,Critical,ATMFD.DLL in the Adobe Type Manager Font Driver in Microsoft Windows Server allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-03-03,CVE-2015-2387,https://nvd.nist.gov/vuln/detail/CVE-2015-2387
Win32k,Multiple,Microsoft,Critical,An unspecified vulnerability exists in the Win32k.sys kernel-mode driver in Microsoft Windows Server that allows a local attacker to execute arbitrary code with elevated privileges.,Apply updates per vendor instructions.,2022-03-03,CVE-2015-1701,https://nvd.nist.gov/vuln/detail/CVE-2015-1701
Office,Multiple,Microsoft,Critical,Microsoft Office contains a memory corruption vulnerability that allows remote attackers to execute arbitrary code via a crafted document.,Apply updates per vendor instructions.,2022-03-03,CVE-2015-1642,https://nvd.nist.gov/vuln/detail/CVE-2015-1642
Windows,Multiple,Microsoft,Critical,A vulnerability exists in Windows Object Linking & Embedding (OLE) that could allow remote code execution if a user opens a file that contains a specially crafted OLE object.,Apply updates per vendor instructions.,2022-03-03,CVE-2014-4114,https://nvd.nist.gov/vuln/detail/CVE-2014-4114
Reader and Acrobat,Multiple,Adobe,Critical,Adobe Reader and Acrobat contain a use-after-free vulnerability which can allow for code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2014-0496,https://nvd.nist.gov/vuln/detail/CVE-2014-0496
Windows,Multiple,Microsoft,Critical,Microsoft Windows NDProxy.sys in the kernel contains an improper input validation vulnerability which can allow a local attacker to escalate privileges.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-5065,https://nvd.nist.gov/vuln/detail/CVE-2013-5065
Internet Explorer,Multiple,Microsoft,Critical,A use-after-free vulnerability exists within CDisplayPointer in Microsoft Internet Explorer that allows an attacker to remotely execute arbitrary code.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-3897,https://nvd.nist.gov/vuln/detail/CVE-2013-3897
Reader and Acrobat,Multiple,Adobe,Critical,Adobe Reader and Acrobat contain a memory corruption vulnerability which can allow attackers to execute arbitrary code or cause a denial of service.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-3346,https://nvd.nist.gov/vuln/detail/CVE-2013-3346
Firefox,Multiple,Mozilla,Critical,"Mozilla Firefox does not properly initialize data structures for the nsDOMSVGZoomEvent::mPreviousScale and nsDOMSVGZoomEvent::mNewScale functions, which allows remote attackers to obtain sensitive information from process memory via a crafted web site.",Apply updates per vendor instructions.,2022-03-03,CVE-2013-1675,https://nvd.nist.gov/vuln/detail/CVE-2013-1675
Internet Explorer,Multiple,Microsoft,Critical,This vulnerability may corrupt memory in a way that could allow an attacker to execute arbitrary code in the context of the current user within Internet Explorer.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-1347,https://nvd.nist.gov/vuln/detail/CVE-2013-1347
Reader,Multiple,Adobe,Critical,A buffer overflow vulnerability exists in Adobe Reader which allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-0641,https://nvd.nist.gov/vuln/detail/CVE-2013-0641
Reader and Acrobat,Multiple,Adobe,Critical,An memory corruption vulnerability exists in the acroform.dll in Adobe Reader that allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-0640,https://nvd.nist.gov/vuln/detail/CVE-2013-0640
ColdFusion,Multiple,Adobe,Critical,An authentication bypass vulnerability exists in Adobe ColdFusion which could result in an unauthorized user gaining administrative access.,Apply updates per vendor instructions.,2022-03-03,CVE-2013-0632,https://nvd.nist.gov/vuln/detail/CVE-2013-0632
Java SE,Multiple,Oracle,Critical,The Java Runtime Environment (JRE) component in Oracle Java SE allow for remote code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2012-4681,https://nvd.nist.gov/vuln/detail/CVE-2012-4681
Office,Multiple,Microsoft,Critical,The TabStrip ActiveX control in the Common Controls in MSCOMCTL.OCX in Microsoft Office allows remote attackers to execute arbitrary code via a crafted (1) document or (2) web page that triggers system-state corruption.,Apply updates per vendor instructions.,2022-03-03,CVE-2012-1856,https://nvd.nist.gov/vuln/detail/CVE-2012-1856
Java SE,Multiple,Oracle,Critical,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to Hotspot.",Apply updates per vendor instructions.,2022-03-03,CVE-2012-1723,https://nvd.nist.gov/vuln/detail/CVE-2012-1723
Flash Player,Multiple,Adobe,Critical,Unspecified vulnerability in Adobe Flash Player allows remote attackers to execute arbitrary code or cause a denial of service via crafted SWF content.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-03,CVE-2012-1535,https://nvd.nist.gov/vuln/detail/CVE-2012-1535
Java SE,Multiple,Oracle,Critical,An incorrect type vulnerability exists in the Concurrency component of Oracle's Java Runtime Environment allows an attacker to remotely execute arbitrary code.,Apply updates per vendor instructions.,2022-03-03,CVE-2012-0507,https://nvd.nist.gov/vuln/detail/CVE-2012-0507
Java SE JDK and JRE,Multiple,Oracle,Critical,An access control vulnerability exists in the Applet Rhino Script Engine component of Oracle's Java Runtime Environment allows an attacker to remotely execute arbitrary code.,Apply updates per vendor instructions.,2022-03-03,CVE-2011-3544,https://nvd.nist.gov/vuln/detail/CVE-2011-3544
Forefront Threat Management Gateway (TMG),Multiple,Microsoft,Critical,A remote code execution vulnerability exists in the Forefront Threat Management Gateway (TMG) Firewall Client Winsock provider that could allow code execution in the security context of the client application.,Apply updates per vendor instructions.,2022-03-03,CVE-2011-1889,https://nvd.nist.gov/vuln/detail/CVE-2011-1889
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains a vulnerability that allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via crafted Flash content.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-03,CVE-2011-0611,https://nvd.nist.gov/vuln/detail/CVE-2011-0611
Office,Multiple,Microsoft,Critical,A stack-based buffer overflow vulnerability exists in the parsing of RTF data in Microsoft Office and earlier allows an attacker to perform remote code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2010-3333,https://nvd.nist.gov/vuln/detail/CVE-2010-3333
Windows,Multiple,Microsoft,Critical,"The kernel in Microsoft Windows, when access to 16-bit applications is enabled on a 32-bit x86 platform, does not properly validate certain BIOS calls, which allows local users to gain privileges.",Apply updates per vendor instructions.,2022-03-03,CVE-2010-0232,https://nvd.nist.gov/vuln/detail/CVE-2010-0232
Reader and Acrobat,Multiple,Adobe,Critical,Unspecified vulnerability in Adobe Reader and Acrobat allows attackers to cause a denial of service or possibly execute arbitrary code.,Apply updates per vendor instructions.,2022-03-03,CVE-2010-0188,https://nvd.nist.gov/vuln/detail/CVE-2010-0188
Excel,Multiple,Microsoft,Critical,Microsoft Office Excel allows remote attackers to execute arbitrary code via a spreadsheet with a FEATHEADER record containing an invalid cbHdrData size element that affects a pointer offset.,Apply updates per vendor instructions.,2022-03-03,CVE-2009-3129,https://nvd.nist.gov/vuln/detail/CVE-2009-3129
Windows,Multiple,Microsoft,Critical,"The kernel in Microsoft Windows does not properly validate changes to unspecified kernel objects, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,2022-03-03,CVE-2009-1123,https://nvd.nist.gov/vuln/detail/CVE-2009-1123
VirtualBox,Multiple,Oracle,Critical,An input validation vulnerability exists in the VBoxDrv.sys driver of Sun xVM VirtualBox which allows attackers to locally execute arbitrary code.,Apply updates per vendor instructions.,2022-03-03,CVE-2008-3431,https://nvd.nist.gov/vuln/detail/CVE-2008-3431
Acrobat and Reader,Multiple,Adobe,Critical,Adobe Acrobat and Reader contain an input validation issue in a JavaScript method that could potentially lead to remote code execution.,Apply updates per vendor instructions.,2022-03-03,CVE-2008-2992,https://nvd.nist.gov/vuln/detail/CVE-2008-2992
Windows,Multiple,Microsoft,Critical,A privilege elevation vulnerability exists in the POSIX subsystem. This vulnerability could allow a logged on user to take complete control of the system.,Apply updates per vendor instructions.,2022-03-03,CVE-2004-0210,https://nvd.nist.gov/vuln/detail/CVE-2004-0210
Windows,Multiple,Microsoft,Critical,"smss.exe debugging subsystem in Microsoft Windows does not properly authenticate programs that connect to other programs, which allows local users to gain administrator or SYSTEM privileges.",Apply updates per vendor instructions.,2022-03-03,CVE-2002-0367,https://nvd.nist.gov/vuln/detail/CVE-2002-0367
Zimbra Collaborate Suite (ZCS),Multiple,Synacor,Critical,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting (XSS) vulnerability in the Calendar feature that allows an attacker to execute arbitrary code.,Apply updates per vendor instructions.,2022-02-25,CVE-2022-24682,https://nvd.nist.gov/vuln/detail/CVE-2022-24682
Office,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in Microsoft Office software when it fails to properly handle objects in memory.,Apply updates per vendor instructions.,2022-02-25,CVE-2017-8570,https://nvd.nist.gov/vuln/detail/CVE-2017-8570
Internet Explorer,Multiple,Microsoft,Critical,A remote code execution vulnerability exists when Internet Explorer improperly accesses objects in memory.,Apply updates per vendor instructions.,2022-02-25,CVE-2017-0222,https://nvd.nist.gov/vuln/detail/CVE-2017-0222
Windows,Multiple,Microsoft,Critical,Microsoft Windows allow remote attackers to execute arbitrary code via a crafted OLE object.,Apply updates per vendor instructions.,2022-02-25,CVE-2014-6352,https://nvd.nist.gov/vuln/detail/CVE-2014-6352
Frontend,Multiple,Zabbix,Critical,Unsafe client-side session storage leading to authentication bypass/instance takeover via Zabbix Frontend with configured SAML.,Apply updates per vendor instructions.,2022-02-22,CVE-2022-23131,https://nvd.nist.gov/vuln/detail/CVE-2022-23131
Frontend,Multiple,Zabbix,Critical,Malicious actors can pass step checks and potentially change the configuration of Zabbix Frontend.,Apply updates per vendor instructions.,2022-02-22,CVE-2022-23134,https://nvd.nist.gov/vuln/detail/CVE-2022-23134
Commerce and Magento Open Source,Multiple,Adobe,Critical,Adobe Commerce and Magento Open Source contain an improper input validation vulnerability which can allow for arbitrary code execution.,Apply updates per vendor instructions.,2022-02-15,CVE-2022-24086,https://nvd.nist.gov/vuln/detail/CVE-2022-24086
Chromium Animation,Multiple,Google,Critical,"Google Chromium Animation contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-02-15,CVE-2022-0609,https://nvd.nist.gov/vuln/detail/CVE-2022-0609
Internet Explorer,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer,Apply updates per vendor instructions.,2022-02-15,CVE-2019-0752,https://nvd.nist.gov/vuln/detail/CVE-2019-0752
Windows,Multiple,Microsoft,Critical,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution""",Apply updates per vendor instructions.,2022-02-15,CVE-2018-8174,https://nvd.nist.gov/vuln/detail/CVE-2018-8174
WinRAR,Multiple,RARLAB,Critical,WinRAR Absolute Path Traversal vulnerability leads to Remote Code Execution,Apply updates per vendor instructions.,2022-02-15,CVE-2018-20250,https://nvd.nist.gov/vuln/detail/CVE-2018-20250
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player com.adobe.tvsdk.mediacore.metadata Use After Free Vulnerability,The impacted product is end-of-life and should be disconnected if still in use.,2022-02-15,CVE-2018-15982,https://nvd.nist.gov/vuln/detail/CVE-2018-15982
PHPUnit,Multiple,PHPUnit,Critical,"PHPUnit allows remote attackers to execute arbitrary PHP code via HTTP POST data beginning with a ""<?php "" substring, as demonstrated by an attack on a site with an exposed /vendor folder, i.e., external access to the /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php URI.",Apply updates per vendor instructions.,2022-02-15,CVE-2017-9841,https://nvd.nist.gov/vuln/detail/CVE-2017-9841
Word,Multiple,Microsoft,Critical,Microsoft Word contains a memory corruption vulnerability which when exploited could allow for remote code execution.,Apply updates per vendor instructions.,2022-02-15,CVE-2014-1761,https://nvd.nist.gov/vuln/detail/CVE-2014-1761
Graphics Component,Multiple,Microsoft,Critical,Microsoft Graphics Component contains a memory corruption vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-02-15,CVE-2013-3906,https://nvd.nist.gov/vuln/detail/CVE-2013-3906
"iOS, iPadOS, and macOS",Multiple,Apple,Critical,"Apple iOS, iPadOS, and macOS WebKit contain a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2022-02-11,CVE-2022-22620,https://nvd.nist.gov/vuln/detail/CVE-2022-22620
Windows,Multiple,Microsoft,Critical,"If a Volume Shadow Copy (VSS) shadow copy of the system drive is available, users can read the SAM file which would allow any user to escalate privileges to SYSTEM level.",Apply updates per vendor instructions.,2022-02-10,CVE-2021-36934,https://nvd.nist.gov/vuln/detail/CVE-2021-36934
SMBv3,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 3.1.1 (SMBv3) protocol handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server or client.,Apply updates per vendor instructions.,2022-02-10,CVE-2020-0796,https://nvd.nist.gov/vuln/detail/CVE-2020-0796
Jenkins Stapler Web Framework,Multiple,Jenkins,Critical,A code execution vulnerability exists in the Stapler web framework used by Jenkins,Apply updates per vendor instructions.,2022-02-10,CVE-2018-1000861,https://nvd.nist.gov/vuln/detail/CVE-2018-1000861
Struts 1,Multiple,Apache,Critical,The Struts 1 plugin in Apache Struts might allow remote code execution via a malicious field value passed in a raw message to the ActionMessage.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-9791,https://nvd.nist.gov/vuln/detail/CVE-2017-9791
Windows,Multiple,Microsoft,Critical,Windows Shell in multiple versions of Microsoft Windows allows local users or remote attackers to execute arbitrary code via a crafted .LNK file,Apply updates per vendor instructions.,2022-02-10,CVE-2017-8464,https://nvd.nist.gov/vuln/detail/CVE-2017-8464
WebLogic Server,Multiple,Oracle,Critical,Oracle Corporation WebLogic Server contains a vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-10271,https://nvd.nist.gov/vuln/detail/CVE-2017-10271
Win32k,Multiple,Microsoft,Critical,Microsoft Win32k contains a privilege escalation vulnerability due to the Windows kernel-mode driver failing to properly handle objects in memory.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-0263,https://nvd.nist.gov/vuln/detail/CVE-2017-0263
Office,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in Microsoft Office.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-0262,https://nvd.nist.gov/vuln/detail/CVE-2017-0262
SMBv1,Multiple,Microsoft,Critical,The SMBv1 server in multiple Microsoft Windows versions allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-0145,https://nvd.nist.gov/vuln/detail/CVE-2017-0145
SMBv1,Multiple,Microsoft,Critical,The SMBv1 server in multiple Microsoft Windows versions allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,2022-02-10,CVE-2017-0144,https://nvd.nist.gov/vuln/detail/CVE-2017-0144
ActiveMQ,Multiple,Apache,Critical,The Fileserver web application in Apache ActiveMQ allows remote attackers to upload and execute arbitrary files via an HTTP PUT followed by an HTTP MOVE request,Apply updates per vendor instructions.,2022-02-10,CVE-2016-3088,https://nvd.nist.gov/vuln/detail/CVE-2016-3088
DIR-645 Router,Multiple,D-Link,Critical,D-Link DIR-645 Wired/Wireless Router allows remote attackers to execute arbitrary commands via a GetDeviceSettings action to the HNAP interface.,The impacted product is end-of-life and should be disconnected if still in use.,2022-02-10,CVE-2015-2051,https://nvd.nist.gov/vuln/detail/CVE-2015-2051
HTTP.sys,Multiple,Microsoft,Critical,Microsoft HTTP protocol stack (HTTP.sys) contains a vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-02-10,CVE-2015-1635,https://nvd.nist.gov/vuln/detail/CVE-2015-1635
OS X,Multiple,Apple,Critical,The XPC implementation in Admin Framework in Apple OS X before 10.10.3 allows local users to bypass authentication and obtain admin privileges.,Apply updates per vendor instructions.,2022-02-10,CVE-2015-1130,https://nvd.nist.gov/vuln/detail/CVE-2015-1130
OS X,Multiple,Apple,Critical,"Heap-based buffer overflow in IOHIDFamily in Apple OS X, which affects, iOS before 8 and Apple TV before 7, allows attackers to execute arbitrary code in a privileged context.",Apply updates per vendor instructions.,2022-02-10,CVE-2014-4404,https://nvd.nist.gov/vuln/detail/CVE-2014-4404
Win32k,Multiple,Microsoft,Critical,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-02-04,CVE-2022-21882,https://nvd.nist.gov/vuln/detail/CVE-2022-21882
iOS and macOS,Multiple,Apple,Critical,Apple IOMobileFrameBuffer contains a memory corruption vulnerability which can allow a malicious application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,2022-01-28,CVE-2022-22587,https://nvd.nist.gov/vuln/detail/CVE-2022-22587
SMA 100 Appliances,Multiple,SonicWall,Critical,SonicWall SMA 100 devies are vulnerable to an unauthenticated stack-based buffer overflow vulnerability where exploitation can result in code execution.,Apply updates per vendor instructions.,2022-01-28,CVE-2021-20038,https://nvd.nist.gov/vuln/detail/CVE-2021-20038
UCM6200,Multiple,Grandstream,Critical,Grandstream UCM6200 series is vulnerable to an unauthenticated remote SQL injection via crafted HTTP request. Exploitation can allow for code execution as root.,Apply updates per vendor instructions.,2022-01-28,CVE-2020-5722,https://nvd.nist.gov/vuln/detail/CVE-2020-5722
Windows,Multiple,Microsoft,Critical,Microsoft Windows BITS is vulnerable to to a privilege elevation vulnerability if it improperly handles symbolic links. An actor can exploit this vulnerability to execute arbitrary code with system-level privileges.,Apply updates per vendor instructions.,2022-01-28,CVE-2020-0787,https://nvd.nist.gov/vuln/detail/CVE-2020-0787
"Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability",Multiple,Intel,Critical,Intel products contain a vulnerability which can allow attackers to perform privilege escalation.,Apply updates per vendor instructions.,2022-01-28,CVE-2017-5689,https://nvd.nist.gov/vuln/detail/CVE-2017-5689
Internet Explorer,Multiple,Microsoft,Critical,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code in the context of the current user.,Apply updates per vendor instructions.,2022-01-28,CVE-2014-1776,https://nvd.nist.gov/vuln/detail/CVE-2014-1776
Bourne-Again Shell (Bash),Multiple,GNU,Critical,"GNU Bash through 4.3 processes trailing strings after function definitions in the values of environment variables, which allows remote attackers to execute code.",Apply updates per vendor instructions.,2022-01-28,CVE-2014-6271,https://nvd.nist.gov/vuln/detail/CVE-2014-6271
Bourne-Again Shell (Bash),Multiple,GNU,Critical,"GNU Bash through 4.3 processes trailing strings after function definitions in the values of environment variables, which allows remote attackers to execute code. This CVE correctly remediates the vulnerability in CVE-2014-6271.",Apply updates per vendor instructions.,2022-01-28,CVE-2014-7169,https://nvd.nist.gov/vuln/detail/CVE-2014-7169
Struts 1,Multiple,Apache,Critical,ActionForm in Apache Struts versions before 1.2.9 with BeanUtils 1.7 contains a vulnerability that allows for denial-of-service (DoS).,Apply updates per vendor instructions.,2022-01-21,CVE-2006-1547,https://nvd.nist.gov/vuln/detail/CVE-2006-1547
Struts 2,Multiple,Apache,Critical,The ExceptionDelegator component in Apache Struts 2 before 2.2.3.1 contains an improper input validation vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-01-21,CVE-2012-0391,https://nvd.nist.gov/vuln/detail/CVE-2012-0391
Win32k,Multiple,Microsoft,Critical,Microsoft Windows Win32k contains a vulnerability that allows an attacker to escalate privileges.,Apply updates per vendor instructions.,2022-01-21,CVE-2018-8453,https://nvd.nist.gov/vuln/detail/CVE-2018-8453
Serv-U,Multiple,SolarWinds,Critical,SolarWinds Serv-U versions 15.2.5 and earlier contain an improper input validation vulnerability that allows attackers to build and send queries without sanitization.,Apply updates per vendor instructions.,2022-01-21,CVE-2021-35247,https://nvd.nist.gov/vuln/detail/CVE-2021-35247
October CMS,Multiple,October CMS,Critical,In affected versions of the october/system package an attacker can request an account password reset and then gain access to the account using a specially crafted request.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-32648,https://nvd.nist.gov/vuln/detail/CVE-2021-32648
Nagios XI,Multiple,Nagios,Critical,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-25296,https://nvd.nist.gov/vuln/detail/CVE-2021-25296
Nagios XI,Multiple,Nagios,Critical,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-25297,https://nvd.nist.gov/vuln/detail/CVE-2021-25297
Nagios XI,Multiple,Nagios,Critical,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-25298,https://nvd.nist.gov/vuln/detail/CVE-2021-25298
Aviatrix Controller,Multiple,Aviatrix,Critical,"Unrestricted upload of a file with a dangerous type is possible, which allows an unauthenticated user to execute arbitrary code via directory traversal.",Apply updates per vendor instructions.,2022-01-18,CVE-2021-40870,https://nvd.nist.gov/vuln/detail/CVE-2021-40870
Exchange Server,Multiple,Microsoft,Critical,Microsoft Exchange Server contains an information disclosure vulnerability which can allow an unauthenticated attacker to steal email traffic from target.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-33766,https://nvd.nist.gov/vuln/detail/CVE-2021-33766
vRealize Operations Manager API,Multiple,VMware,Critical,Server Side Request Forgery (SSRF) in vRealize Operations Manager API prior to 8.4 may allow a malicious actor with network access to the vRealize Operations Manager API to perform a SSRF attack to steal administrative credentials.,Apply updates per vendor instructions.,2022-01-18,CVE-2021-21975,https://nvd.nist.gov/vuln/detail/CVE-2021-21975
System Information Library for Node.JS,Multiple,Npm package,Critical,"In this vulnerability, an attacker can send a malicious payload that will exploit the name parameter. After successful exploitation, attackers can execute remote.",Apply updates per vendor instructions.,2022-01-18,CVE-2021-21315,https://nvd.nist.gov/vuln/detail/CVE-2021-21315
BIG-IP Traffic Management Microkernel,Multiple,F5,Critical,"The Traffic Management Microkernel of BIG-IP ASM Risk Engine has a buffer overflow vulnerability, leading to a bypassing of URL-based access controls.",Apply updates per vendor instructions.,2022-01-18,CVE-2021-22991,https://nvd.nist.gov/vuln/detail/CVE-2021-22991
Intelligence Enterprise Edition,Multiple,Oracle,Critical,"Path traversal vulnerability, where an attacker can target the preview FilePath parameter of the getPreviewImage function to get access to arbitrary system file.",Apply updates per vendor instructions.,2022-01-18,CVE-2020-14864,https://nvd.nist.gov/vuln/detail/CVE-2020-14864
Drupal core,Multiple,Drupal,Critical,Improper sanitization in the extension file names is present in Drupal core.,Apply updates per vendor instructions.,2022-01-18,CVE-2020-13671,https://nvd.nist.gov/vuln/detail/CVE-2020-13671
Airflow,Multiple,Apache,Critical,A remote code/command injection vulnerability was discovered in one of the example DAGs shipped with Airflow.,Apply updates per vendor instructions.,2022-01-18,CVE-2020-11978,https://nvd.nist.gov/vuln/detail/CVE-2020-11978
Airflow's Experimental API,Multiple,Apache,Critical,The previous default setting for Airflow's Experimental API was to allow all API requests without authentication.,Apply updates per vendor instructions.,2022-01-18,CVE-2020-13927,https://nvd.nist.gov/vuln/detail/CVE-2020-13927
vCenter Server,Multiple,VMware,Critical,Rhttproxy as used in vCenter Server contains a vulnerability due to improper implementation of URI normalization.,Apply updates per vendor instructions.,2022-01-10,CVE-2021-22017,https://nvd.nist.gov/vuln/detail/CVE-2021-22017
Security cameras web server,Multiple,Hikvision,Critical,A command injection vulnerability in the web server of some Hikvision product. Due to the insufficient input validation.,Apply updates per vendor instructions.,2022-01-10,CVE-2021-36260,https://nvd.nist.gov/vuln/detail/CVE-2021-36260
Chrome Media,Multiple,Google,Critical,Google Chrome Media contains a use-after-free vulnerability that allows a remote attacker to execute code via a crafted HTML page.,Apply updates per vendor instructions.,2022-01-10,CVE-2020-6572,https://nvd.nist.gov/vuln/detail/CVE-2020-6572
Win32k,Multiple,Microsoft,Critical,"A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k EoP.",Apply updates per vendor instructions.,2022-01-10,CVE-2019-1458,https://nvd.nist.gov/vuln/detail/CVE-2019-1458
WinVerifyTrust function,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,Apply updates per vendor instructions.,2022-01-10,CVE-2013-3900,https://nvd.nist.gov/vuln/detail/CVE-2013-3900
WebLogic Server,Multiple,Oracle,Critical,Injection vulnerability in the Oracle WebLogic Server component of Oracle Fusion Middleware (subcomponent: Web Services).,Apply updates per vendor instructions.,2022-01-10,CVE-2019-2725,https://nvd.nist.gov/vuln/detail/CVE-2019-2725
Zimbra Collaboration Suite (ZCS),Multiple,Synacor,Critical,Synacor Zimbra Collaboration Suite (ZCS) contains an improper restriction of XML external entity (XXE) vulnerability in the mailboxd component.,Apply updates per vendor instructions.,2022-01-10,CVE-2019-9670,https://nvd.nist.gov/vuln/detail/CVE-2019-9670
FortiOS and FortiProxy,Multiple,Fortinet,Critical,An Improper Authorization vulnerability in Fortinet FortiOS and FortiProxy under SSL VPN web portal allows an unauthenticated attacker to modify the password.,Apply updates per vendor instructions.,2022-01-10,CVE-2018-13382,https://nvd.nist.gov/vuln/detail/CVE-2018-13382
FortiOS and FortiProxy,Multiple,Fortinet,Critical,A heap buffer overflow in Fortinet FortiOS and FortiProxy may cause the SSL VPN web service termination for logged in users.,Apply updates per vendor instructions.,2022-01-10,CVE-2018-13383,https://nvd.nist.gov/vuln/detail/CVE-2018-13383
PAN-OS,Multiple,Palo Alto Networks,Critical,Remote Code Execution in PAN-OS with GlobalProtect Portal or GlobalProtect Gateway Interface enabled.,Apply updates per vendor instructions.,2022-01-10,CVE-2019-1579,https://nvd.nist.gov/vuln/detail/CVE-2019-1579
Mail Transfer Agent (MTA),Multiple,Exim,Critical,Improper validation of recipient address in deliver_message() function in /src/deliver.c may lead to remote command execution.,Apply updates per vendor instructions.,2022-01-10,CVE-2019-10149,https://nvd.nist.gov/vuln/detail/CVE-2019-10149
WebSphere Application Server and Server Hypervisor Edition,Multiple,IBM,Critical,"Serialized-object interfaces in certain IBM analytics, business solutions, cognitive, IT infrastructure, and mobile and social products allow remote attackers to execute arbitrary commands",Apply updates per vendor instructions.,2022-01-10,CVE-2015-7450,https://nvd.nist.gov/vuln/detail/CVE-2015-7450
Primefaces Application,Multiple,Primetek,Critical,Primetek Primefaces is vulnerable to a weak encryption flaw resulting in remote code execution,Apply updates per vendor instructions.,2022-01-10,CVE-2017-1000486,https://nvd.nist.gov/vuln/detail/CVE-2017-1000486
Kibana,Multiple,Elastic,Critical,Kibana contain an arbitrary code execution flaw in the Timelion visualizer.,Apply updates per vendor instructions.,2022-01-10,CVE-2019-7609,https://nvd.nist.gov/vuln/detail/CVE-2019-7609
